X,Y,TRAPTYPE,ATTRACTANTSUSED,TRAPID,ADDRESS,TOWN,STATE,COUNTY,TRAPSITE,TRAPSET,SETTIMEOFDAY,TRAPCOLLECT,COLLECTTIMEOFDAY,GENUS,SPECIES,LIFESTAGE,EGGSCOLLECTED,LARVAECOLLECTED,PUPAECOLLECTED,FEMALESCOLLECTED,MALESCOLLECTED,UNKNOWNCOLLECTED,REPORTDATE,LATITUDE,LONGITUDE,GIS_ID,SE_ANNO_CAD_DATA,GLOBALID,CREATED,EDITED,OBJECTID
-8574929.35557508,4717531.02258308,Gravid Trap,Hay or grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/06/13 04:00:00+00,Morning,2016/06/15 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,2,0,2017/12/05 18:05:00+00,38.971088,-77.029901,temp_1824,,{F791FE6A-3042-43AC-B28F-55585E7789E2},,,153
-8574929.35557508,4717531.02258308,Gravid Trap,Hay or grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/10/03 04:00:00+00,Morning,2016/10/05 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,9,0,0,2017/12/12 17:10:00+00,38.971088,-77.029901,temp_601,,{6C7ECCD5-DC05-4360-BD79-170112451E5F},,,154
-8574929.35557508,4717531.02258308,Gravid Trap,Lure and grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/16 04:00:00+00,Afternoon,2017/08/17 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,15,6,0,2017/09/26 16:11:00+00,38.971088,-77.029901,temp_428,,{0205125A-6645-4F56-A6BD-C8153D628982},,,155
-8574929.35557508,4717531.02258308,ABC Trap,CO2 with light,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/07/05 04:00:00+00,Afternoon,2017/07/06 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/09/20 20:28:00+00,38.971088,-77.029901,temp_402,,{C062FF21-738D-489F-8D56-7F865AC08D44},,,156
-8574929.35557508,4717531.02258308,Gravid Trap,Lure and grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/07/19 04:00:00+00,Afternoon,2017/07/20 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/09/21 21:00:00+00,38.971088,-77.029901,temp_306,,{436ED858-21D9-4552-9E0C-5487D9D7832F},,,157
-8574929.35557508,4717531.02258308,Gravid Trap,Hay or grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/08/22 04:00:00+00,Morning,2016/08/24 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/08 20:27:00+00,38.971088,-77.029901,temp_1913,,{057A2393-35D7-44F9-AA1E-E6EF6C31AE8C},,,158
-8574929.35557508,4717531.02258308,ABC Trap,CO2 with light,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2017/08/02 04:00:00+00,Afternoon,2017/08/03 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,6,0,0,2017/09/25 21:56:00+00,38.971088,-77.029901,temp_207,,{F5ECED71-B559-4668-B9D9-1CC81DAF0F60},,,159
-8574929.35557508,4717531.02258308,Gravid Trap,Hay or grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2018/06/25 21:19:00+00,38.971088,-77.029901,temp_1211,,{8378CE87-841A-4ACE-8FC6-58C8FB84E966},,,160
-8574929.35557508,4717531.02258308,Gravid Trap,Hay or grass infusion,4A,6625 13th St. NW,Washington,DC,District of Columbia,Urban Public Place,2016/10/11 04:00:00+00,Morning,2016/10/13 04:00:00+00,Morning,Aedes,albopictus,Adult,No,No,No,5,0,0,2017/12/12 17:59:00+00,38.971088,-77.029901,temp_1009,,{7C05328D-504A-40E8-8860-AD5A8962B5B9},,,161
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/07/10 04:00:00+00,Afternoon,2018/07/11 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,3,0,0,2018/07/16 20:45:00+00,38.956854,-77.05108,temp_1043,,{28A00A76-82A0-4B38-B0D5-26F9808AC1E3},,,162
-8577286.9909118,4715493.16090892,BGS Trap,Lure,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/05/08 04:00:00+00,Afternoon,2018/05/09 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,10,0,0,2018/06/11 18:31:00+00,38.956854,-77.05108,temp_621,,{E114B0BD-4F2A-4406-8B71-11D5A7DB94A3},,,163
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/10/09 04:00:00+00,Afternoon,2018/10/10 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2018/10/12 13:26:00+00,38.956854,-77.05108,temp_983,,{CDD3E138-8C76-4D8B-B115-952D43C29905},,,164
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/06/12 04:00:00+00,Afternoon,2018/06/13 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,Yes,2,0,0,2018/06/25 20:25:00+00,38.956854,-77.05108,temp_898,,{001CF665-D16D-452F-BB2E-CBBAA3DAEB79},,,165
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/07/10 04:00:00+00,Afternoon,2018/07/11 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2018/07/16 20:45:00+00,38.956854,-77.05108,temp_1044,,{9386C5BD-11E4-456B-81DD-8A692B041CE6},,,166
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/05/15 04:00:00+00,Afternoon,2018/05/16 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2018/06/11 19:02:00+00,38.956854,-77.05108,temp_935,,{176FD3B2-7612-4A5A-BEEF-C8C5C7DFDB2A},,,167
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/08/28 04:00:00+00,Afternoon,2018/08/29 04:00:00+00,Afternoon,Culex,restuans,Adult,No,No,No,4,0,0,2018/09/24 19:34:00+00,38.956854,-77.05108,temp_1493,,{3DF6479D-27C3-4E29-9BCB-0D417F174869},,,168
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/10/02 04:00:00+00,Afternoon,2018/10/03 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2018/10/05 18:40:00+00,38.956854,-77.05108,temp_1280,,{C6EC5724-00AC-4FB5-89D6-2DF6D326F41B},,,169
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/06/26 04:00:00+00,Afternoon,2018/06/27 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2018/07/09 17:00:00+00,38.956854,-77.05108,temp_640,,{61400F83-33F5-40CD-9C77-B324B13E5BAC},,,170
-8577286.9909118,4715493.16090892,BGS Trap,Lure,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/09/04 04:00:00+00,Afternoon,2018/09/05 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,2,0,0,2018/10/05 13:58:00+00,38.956854,-77.05108,temp_885,,{1E330C6F-2243-4CDC-8089-8C3B0345FC47},,,171
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Maintenance Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/07/24 04:00:00+00,Afternoon,2018/07/25 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2018/08/31 14:02:00+00,38.956854,-77.05108,temp_963,,{857BC566-E686-402E-88E9-D183F7559E69},,,172
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2018/06/25 21:17:00+00,38.956854,-77.05108,temp_1210,,{2D4E9AF0-4EEB-496C-BCD1-A20BF4231A99},,,173
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/06/26 04:00:00+00,Afternoon,2018/06/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,0,0,2018/07/09 16:57:00+00,38.956854,-77.05108,temp_639,,{15FEB445-9839-4CDD-8993-12007ECB3039},,,174
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/06/19 04:00:00+00,Afternoon,2018/06/20 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,3,1,0,2018/06/25 21:16:00+00,38.956854,-77.05108,temp_1209,,{EAD3F745-50B9-4102-AA97-6D7FB51B600D},,,175
-8577286.9909118,4715493.16090892,Gravid Trap,Hay or grass infusion,3C,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2018/06/05 04:00:00+00,Afternoon,2018/06/06 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,3,1,0,2018/06/25 19:41:00+00,38.956854,-77.05108,temp_631,,{69045CF6-B977-4E2B-815F-A2A41D854072},,,176
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/06/13 04:00:00+00,Afternoon,2016/06/15 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,58,1,0,2017/12/05 18:03:00+00,38.95682,-77.050966,temp_1799,,{B8CFC5BA-04CB-4E19-AE38-D3DBE0F489B6},,,177
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/10/11 04:00:00+00,Afternoon,2016/10/13 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/12 17:58:00+00,38.95682,-77.050966,temp_1008,,{FD235A64-2CB7-490F-8605-33D2D25A22E7},,,178
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/05/02 04:00:00+00,Afternoon,2016/05/04 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2017/12/01 21:19:00+00,38.95682,-77.050966,temp_818,,{44B1AF40-55D9-45B8-BA10-55EDC3B4580E},,,179
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/07/18 04:00:00+00,Afternoon,2016/07/20 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,6,1,0,2017/12/07 15:35:00+00,38.95682,-77.050966,temp_1632,,{7E44FC70-260C-4583-B7C5-EBC8DF1C7005},,,180
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/10/03 04:00:00+00,Afternoon,2016/10/05 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,12,0,0,2017/12/12 17:07:00+00,38.95682,-77.050966,temp_600,,{99442D98-91F0-49AC-AEB9-6AD2D135E83F},,,181
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/07/25 04:00:00+00,Afternoon,2016/07/27 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,9,1,0,2017/12/07 19:05:00+00,38.95682,-77.050966,temp_1077,,{B7DED409-8F31-47EC-9C2D-EA322CE9753A},,,182
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/08/15 04:00:00+00,Afternoon,2016/08/17 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,5,0,0,2017/12/08 18:39:00+00,38.95682,-77.050966,temp_1817,,{BF984592-F4B5-43E3-ADA3-F72791BA832E},,,183
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/08/01 04:00:00+00,Afternoon,2016/08/03 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,17,0,0,2017/12/07 21:32:00+00,38.95682,-77.050966,temp_1466,,{F5CAA2B0-12FB-499A-B617-0A630CEE1033},,,184
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/05/16 04:00:00+00,Afternoon,2016/05/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/04 21:21:00+00,38.95682,-77.050966,temp_705,,{FD771E84-7119-4861-8F41-BD17D93CBFA5},,,185
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/07/05 04:00:00+00,Afternoon,2016/07/07 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,31,3,0,2017/12/06 16:01:00+00,38.95682,-77.050966,temp_573,,{5FD233CD-0CF7-4EFE-B78F-5BBD288E64BB},,,186
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/09/06 04:00:00+00,Morning,2016/09/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,6,0,0,2017/12/11 18:13:00+00,38.95682,-77.050966,temp_1202,,{F5923872-48CE-49A7-99D0-A1C6F905D344},,,187
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/06/20 04:00:00+00,Afternoon,2016/06/22 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,32,0,0,2017/12/05 19:47:00+00,38.95682,-77.050966,temp_1945,,{D67520C2-5761-48E1-8B83-E1BA7245BFB2},,,188
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/06/27 04:00:00+00,Afternoon,2016/06/29 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,32,0,0,2017/12/05 21:47:00+00,38.95682,-77.050966,temp_1995,,{96F70DC1-B3E3-4F4F-846E-711523FA68B4},,,189
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/07/11 04:00:00+00,Afternoon,2016/07/13 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,16,0,0,2017/12/06 17:53:00+00,38.95682,-77.050966,temp_1527,,{BD50F27A-E505-4D72-93DE-AC1CEF194A67},,,190
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/10/03 04:00:00+00,Afternoon,2016/10/05 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,3,0,0,2017/12/12 17:06:00+00,38.95682,-77.050966,temp_598,,{CF9B8C01-33F8-4ADB-B07A-0ACA68CF292E},,,191
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/08/22 04:00:00+00,Afternoon,2016/08/24 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,2,0,0,2017/12/08 20:17:00+00,38.95682,-77.050966,temp_1912,,{C55AE8DF-D828-4E6E-A9B6-B56D9D7DE7AF},,,192
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/08/08 04:00:00+00,Afternoon,2016/08/10 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,9,2,0,2017/12/08 17:09:00+00,38.95682,-77.050966,temp_1664,,{7A4AF773-4FA1-425C-AAD7-56762C8C2F4C},,,193
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/08/08 04:00:00+00,Afternoon,2016/08/10 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,0,0,2017/12/08 17:08:00+00,38.95682,-77.050966,temp_1663,,{15659B4C-F550-4BA1-BF0D-D1E969A2D96D},,,194
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/10/17 04:00:00+00,Afternoon,2016/10/19 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/12 20:19:00+00,38.95682,-77.050966,temp_1175,,{3464E7D8-D8C9-4269-9C89-913B5DF0D70A},,,195
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/10/03 04:00:00+00,Afternoon,2016/10/05 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,4,0,0,2017/12/12 17:07:00+00,38.95682,-77.050966,temp_599,,{04B71197-5B01-4DF5-BBBA-F263107AD5E3},,,196
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/06/20 04:00:00+00,Afternoon,2016/06/22 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,13,0,0,2017/12/05 19:48:00+00,38.95682,-77.050966,temp_1946,,{669F2E41-A403-475E-A32A-EB9FA86FDBE6},,,197
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/08/29 04:00:00+00,Afternoon,2016/08/31 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,17,2,0,2017/12/11 17:12:00+00,38.95682,-77.050966,temp_918,,{04E4F523-7E52-4278-B23A-9332306971D9},,,198
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/06/27 04:00:00+00,Afternoon,2016/06/29 04:00:00+00,Afternoon,Aedes,j. japonicus,Adult,No,No,No,7,0,0,2017/12/05 21:47:00+00,38.95682,-77.050966,temp_1996,,{16D2DCC6-801A-4183-A6DE-85839060EA53},,,199
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/09/12 04:00:00+00,Afternoon,2016/09/14 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,22,0,0,2017/12/11 21:19:00+00,38.95682,-77.050966,temp_865,,{8A634681-3B6B-43F0-B804-4E5E3BA93A43},,,200
-8577274.30024354,4715488.29345498,Gravid Trap,Hay or grass infusion,3E,5100 Glover Rd. NW,Washington,DC,District of Columbia,Horse Stables,2016/05/23 04:00:00+00,Afternoon,2016/05/25 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,14,0,0,2017/12/04 22:30:00+00,38.95682,-77.050966,temp_1085,,{7C5D003F-6C18-4AE1-8FD0-E73A15876E3E},,,201
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/06/06 04:00:00+00,Afternoon,2016/06/08 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,43,3,0,2017/12/05 16:01:00+00,38.954471,-77.06362,temp_1685,,{521FE8E5-3A5A-482B-AE1A-8D1118D3EF35},,,202
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/09/06 04:00:00+00,Morning,2016/09/08 04:00:00+00,Morning,Aedes,sp.,Adult,No,No,No,2,0,0,2017/12/11 18:05:00+00,38.954471,-77.06362,temp_1196,,{7BF5E39E-9E73-4A09-A659-A18EB8965B6A},,,203
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/09/12 04:00:00+00,Afternoon,2016/09/14 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/11 21:10:00+00,38.954471,-77.06362,temp_589,,{5CF01894-8B91-4BB0-92D0-834F8142A12B},,,204
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/06/27 04:00:00+00,Afternoon,2016/06/29 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,71,0,0,2017/12/05 21:37:00+00,38.954471,-77.06362,temp_1990,,{93BB84D7-3587-4CA9-ADE9-8DC3293919D0},,,205
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/07/05 04:00:00+00,Afternoon,2016/07/07 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,48,9,0,2017/12/06 15:52:00+00,38.954471,-77.06362,temp_568,,{227BB3E3-9F41-45FE-8D48-3162276C612F},,,206
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/09/26 04:00:00+00,Afternoon,2016/09/28 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,5,0,0,2017/12/12 15:51:00+00,38.954471,-77.06362,temp_1811,,{169C781C-708D-434E-B4CC-6405C667FAB1},,,207
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/05/16 04:00:00+00,Afternoon,2016/05/18 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,15,0,0,2017/12/04 21:11:00+00,38.954471,-77.06362,temp_699,,{BDE7F831-D167-4699-9AA2-5A611D1A672F},,,208
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/10/03 04:00:00+00,Afternoon,2016/10/05 04:00:00+00,Afternoon,Aedes,sp.,Adult,No,No,No,3,0,0,2017/12/12 17:02:00+00,38.954471,-77.06362,temp_596,,{E992E2E8-4B8F-4912-9878-09296A33EF4D},,,209
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/08/22 04:00:00+00,Afternoon,2016/08/24 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,12,1,0,2017/12/08 20:02:00+00,38.954471,-77.06362,temp_1906,,{09FF7EB8-C241-4EAB-8AEE-F8EAAE2BF7FD},,,210
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/08/29 04:00:00+00,Afternoon,2016/08/31 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,18,12,0,2017/12/11 17:00:00+00,38.954471,-77.06362,temp_910,,{6283A29D-A997-49A1-A440-95D11B449DDD},,,211
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/05/30 04:00:00+00,Afternoon,2016/06/01 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,27,0,0,2017/12/04 23:43:00+00,38.954471,-77.06362,temp_1357,,{40A104DB-0C79-45C6-B6C3-03011870A15B},,,212
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/09/12 04:00:00+00,Afternoon,2016/09/14 04:00:00+00,Afternoon,Aedes,albopictus,Adult,No,No,No,2,1,0,2017/12/11 21:09:00+00,38.954471,-77.06362,temp_588,,{B164437B-4886-4F19-AF23-31852F7D1659},,,213
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/08/01 04:00:00+00,Afternoon,2016/08/03 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,14,0,0,2017/12/07 21:19:00+00,38.954471,-77.06362,temp_1433,,{571D6680-6EE5-4D5A-8D77-DBC7179C9517},,,214
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/08/15 04:00:00+00,Afternoon,2016/08/17 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,21,8,0,2017/12/08 18:32:00+00,38.954471,-77.06362,temp_1812,,{35A8568F-1227-4AE5-99E3-7B9733898B4A},,,215
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/05/02 04:00:00+00,Afternoon,2016/05/04 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,4,1,0,2017/12/01 20:55:00+00,38.954471,-77.06362,temp_814,,{73C2885C-BC2E-412B-B90E-2368F979AD54},,,216
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/08/08 04:00:00+00,Afternoon,2016/08/10 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,16,8,0,2017/12/08 16:46:00+00,38.954471,-77.06362,temp_1630,,{D79C188E-FD77-4B33-87B1-6F42AD510883},,,217
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/09/06 04:00:00+00,Morning,2016/09/08 04:00:00+00,Morning,Culex,pipiens,Adult,No,No,No,10,7,0,2017/12/11 18:06:00+00,38.954471,-77.06362,temp_1197,,{CBCF3665-ADD4-4F26-A2C5-8F5AC4CC6DCC},,,218
-8578682.93728529,4715152.03014069,Gravid Trap,Hay or grass infusion,3A,4964 Linnean Ave. NW,Washington,DC,District of Columbia,Residential,2016/09/26 04:00:00+00,Afternoon,2016/09/28 04:00:00+00,Afternoon,Culex,pipiens,Adult,No,No,No,8,0,0,2017/12/12 15:50:00+00,38.954471,-77.06362,temp_1810,,{44C4B753-03C0-4D2A-B0F6-D4BDC8929A7A},,,219
